Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
FEDOS CHANNEL;2,000;2;10000;2;10000
FEDYA CLAPTON inc.;1,000;1;10000;1;10000
FEED;4,000;0;0;1;10000
Feed 64;2,000;0;0;0;0
Feeel 3d;1,000;1;10000;1;10000
Feel Good OPG;1,000;0;0;0;0
Feelcraft Games;1,000;1;10000;1;10000
Feelin Games;1,000;1;10000;1;10000
FeelThere;99,000;7;20000;7;20000
FeeltheSame, Inc.;1,000;0;0;0;0
feemodev;1,000;0;0;1;10000
Feenicks;2,000;1;75000;1;75000
Feenx Games;2,000;1;10000;1;10000
Fehér Bálint;1,000;0;0;0;0
Fehorama Filmes;3,000;0;0;1;35000
Fei;5,000;1;10000;3;10000
Fei Studio;1,000;1;10000;1;10000
Fein Games;2,000;1;10000;1;10000
Feindbold;1,000;0;0;0;0
Feisty Crab Studios;2,000;1;10000;1;10000
Feitengda Games;2,000;1;10000;1;10000
FeiWu Studio;1,000;1;10000;1;10000
Feiyu Studio;3,000;0;0;0;0
Feiyu Technology;1,000;1;150000;0;0
Feiyun Wang;1,000;1;10000;1;10000
FelGC.GamesDevelopment;10,000;7;20000;7;20000
Felicia Tania;1,000;0;0;0;0
Félicien Brochu;1,000;1;10000;1;10000
Felid Entertainment;2,000;0;0;0;0
Felikitty;1,000;0;0;0;0
Feline Fuelled Games;3,000;1;10000;1;10000
Felio Stung ROG;3,000;0;0;2;10000
Felione1;1,000;0;0;1;10000
Felip Guimerà;2,000;0;0;0;0
Felipe Aulló;2,000;0;0;1;35000
Felipe Aullo Gonzalez;1,000;0;0;0;0
Felipe Barisson Marques;1,000;0;0;0;0
Felipe Brito De Castro;1,000;0;0;0;0
Felipe Cartin;2,000;0;0;1;10000
Felipe Izolan;1,000;0;0;0;0
Felipe Jimenez;1,000;0;0;0;0
Felipe Maia;1,000;0;0;1;35000
Felipe Mattar;2,000;0;0;1;10000
Felipe Mauricio;1,000;0;0;1;75000
Felipe Nicolazzi;1,000;0;0;1;10000
Felipe Oliveira Cardozo;1,000;1;10000;1;10000
Felipe Rodrigues;4,000;2;10000;2;10000
Felipe Sanchez;1,000;0;0;1;150000
Felipe Silva;1,000;1;10000;1;10000
Felipe Villarreal;1,000;0;0;0;0
felipejoys;1,000;1;10000;1;10000
Felistella;43,000;0;0;4;260000
FELISTELLA Co., Ltd.;20,000;0;0;1;350000
FELISTELLA Inc.;3,000;0;0;1;10000
Felix & Paul Studios;1,000;1;10000;1;10000
Felix Albert;1,000;1;10000;1;10000
Felix and Paul Studios;4,000;0;0;0;0
Felix Arifin;1,000;0;0;0;0
Felix Arnestrand;1,000;0;0;0;0
Felix Dodd;1,000;1;10000;1;10000
Felix Fatum Studio;1,000;0;0;0;0
Felix Filip;1,000;0;0;1;350000
Felix Gagne;1,000;0;0;0;0
Felix Gillmann;1,000;0;0;1;10000
Felix Haffke;1,000;0;0;1;35000
Felix Laplante;1,000;1;10000;1;10000
Felix Laukel;2,000;0;0;1;35000
Felix Mäusling;1,000;0;0;0;0
Felix Nickles;1,000;1;10000;1;10000
Felix Pretorg;2,000;1;10000;1;10000
Felix Schröder;1,000;0;0;0;0
Felix Situ;1,000;0;0;0;0
Felix T. Vogel;3,000;2;10000;2;10000
Felix und Roman;2,000;0;0;0;0
Felix Wunderlich;3,000;2;75000;2;75000
Fell Studio;1,000;0;0;0;0
Fellow Pablo;1,000;0;0;0;0
Fellow Traveller;95,000;21;230000;0;0
Fellowplayer;5,000;4;0;0;0
Fellowship Games;1,000;1;10000;0;0
fellow_pablo;1,000;0;0;0;0
FellsSwordGames;2,000;0;0;0;0
Fellstrike Games;1,000;1;35000;1;35000
Felony Fellas;1,000;0;0;0;0
felow_pablo;1,000;0;0;0;0
Femdom Wife Game;2,000;0;0;0;0
Femo Duo Entertainment;1,000;0;0;0;0
Fence-In;1,000;1;10000;1;10000
fenchen9hd;1,000;1;10000;1;10000
Fenek Games;1,000;0;0;0;0
feneq;1,000;0;0;0;0
feneq GmbH;1,000;0;0;0;0
feng;3,000;0;0;3;10000
FENG ELI;1,000;0;0;0;0
FENG LEI;1,000;0;0;0;0
Feng Liu;1,000;0;0;0;0
Fengfeng;1,000;0;0;0;0
Fengfeng Network;1,000;1;10000;0;0
fengjiongmax;1,000;0;0;1;10000
fengjoingmax;1,000;1;10000;0;0
Fengraf;1,000;1;10000;1;10000
Fengu Studio;3,000;0;0;0;0
FENGYAPING;1,000;1;10000;1;10000
Fenix;4,000;2;10000;1;10000
Fenix Fire Entertainment;1,000;1;750000;1;750000
Fenix Studios;1,000;1;35000;1;35000
Fenix Studios Pty Ltd;1,000;0;0;0;0
Fennec Game Studio;2,000;0;0;0;0
Fennecai Fox Creative;1,000;0;0;0;0
Fennecx;1,000;0;0;0;0
Fenous;4,000;0;0;4;10000
Fenrir Studios;1,000;1;10000;1;10000
fenrirs.art;1,000;1;10000;1;10000
Fenrisulfr ZLeaf;1,000;1;10000;0;0
Fenrisulfr Ruin1990;1,000;0;0;1;10000
Fenton Andrei;2,000;1;35000;1;35000
FENTUS GAMES LLC;1,000;1;10000;1;10000
Feo;1,000;0;0;0;0
Feodosiy;9,000;5;20000;3;10000
Feperd Games;6,000;3;75000;3;75000
Feral 3D;1,000;1;35000;0;0
Feral Cat Den;6,000;0;0;1;350000
Feral Code Monkey;3,000;0;0;0;0
Feral Games Studio;1,000;0;0;0;0
Feral Interactive;17,000;1;1500000;2;1500000
Feral Interactive (Linux);325,000;32;2510000;31;2590000
Feral Interactive (Mac);402,000;46;2130000;45;2180000
Feral Interactive (Mac/Linux);26,000;5;1550000;5;1550000
Feral Paw;2,000;0;0;0;0
Feral rage studio;1,000;1;10000;1;10000
Feral Termite;6,000;0;0;1;10000
Feral Termite Gaming LLC;6,000;1;10000;0;0
Feral World Entertainment;1,000;1;10000;1;10000
feraldev;1,000;0;0;0;0
Feres Studio;1,000;0;0;0;0
FerfWorks;1,000;1;10000;1;10000
FergaTroid Studios;1,000;1;10000;1;10000
Fergus art;1,000;1;35000;0;0
Fergus W;1,000;0;0;1;35000
Ferhat;1,000;0;0;0;0
Ferman Studio;1,000;1;10000;0;0
Fermenter Games;4,000;3;35000;3;35000
Fern Nigro;7,000;3;35000;6;20000
Fernando Araujo;7,000;0;0;4;0
Fernando Cordoba;1,000;0;0;0;0
Fernando De Cea;2,000;0;0;0;0
Fernando Dudka;1,000;0;0;1;10000
Fernando Escribano Diez;1,000;0;0;0;0
Fernando Garrido;1,000;1;10000;1;10000
Fernando Paulo;1,000;1;10000;1;10000
Fernando Ramallo;2,000;0;0;1;10000
Fernando Reyes;1,000;1;10000;1;10000
Fernando Tavares;1,000;0;0;0;0
Fernando Tittz;7,000;1;75000;3;35000
Fernando Urquijo;2,000;0;0;1;10000
FernandoS;1,000;0;0;0;0
Fernit Studios;1,000;0;0;0;0
Ferocious Bunny;1,000;1;10000;1;10000
FerowStudios;1,000;0;0;0;0
Ferran GD QuickGames;1,000;0;0;0;0
Ferran GD QuickGgames;1,000;0;0;0;0
Ferran Pla;1,000;1;10000;1;10000
FerreroDev;1,000;1;10000;0;0
Ferrit;1,000;1;10000;1;10000
Ferrite Labs;1,000;0;0;0;0
FerriteLabs;1,000;1;75000;1;75000
Ferullo Gaming;1,000;1;10000;1;10000
Ferulos Studios;1,000;1;10000;0;0
Ferulox Studios;7,000;5;0;6;0
feruloxstudios;3,000;0;0;0;0
Fervent;2,000;0;0;2;150000
Fervir Games;3,000;0;0;0;0
FervorCraft;2,000;0;0;0;0
Fervr Labs;1,000;1;10000;1;10000
Feryaz Beer;2,000;0;0;0;0
Festa Tech LLC;1,000;0;0;0;0
Festina Lente Productions, LLC;1,000;0;0;0;0
Festinat Lente Productions, LLC;1,000;0;0;0;0
Festive Jester Studios;1,000;0;0;0;0
Festive Vector;1,000;0;0;1;10000
Festucs Interactive;1,000;0;0;0;0
Fesunenko Games;1,000;0;0;0;0
Feudant Interactive Inc.;1,000;1;10000;1;10000
Fever;1,000;0;0;0;0
Fever Dream Gameworks;2,000;2;10000;2;10000
Fever Game Studios;1,000;1;10000;1;10000
Fever Night;2,000;0;0;0;0
Fever Pitch Studios;2,000;1;10000;1;10000
Feverdream Softworks;1,000;1;10000;1;10000
Fevolution Innovation Inc.;2,000;2;10000;2;10000
Fewjix;10,000;6;0;6;0
Fewprime;1,000;1;10000;1;10000
Fey Fire Games;2,000;0;0;0;0
FEYADA;2,000;0;0;0;0
Feyra Online;1,000;1;35000;1;35000
FEYXUAN;4,000;2;10000;2;10000
FF Digital;2,000;1;75000;1;75000
Ff games;2,000;1;10000;1;10000
ffgdgrrr;2,000;0;0;0;0
FFO Games;2,000;1;10000;1;10000
FFool Studio;1,000;0;0;1;10000
FFTG - Nate;1,000;0;0;1;10000
FG;3,000;3;10000;3;10000
FG Soft;1,000;0;0;1;10000
FGK GAMES;1,000;1;10000;1;10000
FGL;1,000;0;0;0;0
FGMS;1,000;1;10000;1;10000
FH games;1,000;0;0;0;0
FHB Studios;1,000;1;10000;0;0
FHNBHJ;7,000;1;35000;3;10000
FHU Dominika;1,000;0;0;1;10000
FI Pixel;3,000;0;0;3;10000
fi-le;2,000;0;0;0;0
Fialho's;1,000;1;10000;1;10000
Fiassink Games;4,000;4;50000;0;0
Fibeer;1,000;1;10000;1;10000
FiberTales;2,000;1;10000;1;10000
Fibre Tigre;1,000;0;0;0;0
FibreTigre;6,000;0;0;3;150000
Fibrum Limited;4,000;3;10000;2;10000
Fibula Studio;2,000;0;0;0;0
Fice Studios;1,000;0;0;0;0
Fickle Sickle;2,000;2;10000;2;10000
Fiction Collective;1,000;0;0;0;0
Fiction Factory Games;9,000;1;35000;3;10000
Fiction Fundation;1,000;1;10000;1;10000
Fictiorama Studios;9,000;0;0;4;220000
Fictium Sound Design;1,000;0;0;0;0
FictumLudos;1,000;1;10000;1;10000
Fidchell Games;1,000;0;0;0;0
Fiddlepoke Games;1,000;0;0;0;0
Fiddlesticks Games;2,000;0;0;1;350000
Fiddlyware;1,000;1;10000;1;10000
FidgetBear Games;1,000;1;10000;1;10000
FIEA;2,000;2;35000;0;0
Field Game Studio;3,000;1;10000;1;10000
Field Magic;1,000;1;10000;1;10000
Field of View CE;1,000;1;10000;1;10000
Field Of Vision;6,000;1;10000;1;10000
Field Tested;1,000;1;10000;1;10000
Field55 Publishing;2,000;0;0;0;0
Field55 Studios;2,000;0;0;0;0
Fieldfare Studios;2,000;0;0;0;0
FieldODD;1,000;0;0;1;10000
Fieldtenstein;1,000;0;0;0;0
Fielstoria;1,000;0;0;0;0
Fiend Studios;2,000;0;0;0;0
Fiendish Fiction;7,000;2;10000;2;10000
Fierce Fun;2,000;1;35000;1;35000
Fierce Kaiju Ltd;1,000;1;10000;1;10000
Fieria Gold Studio;1,000;0;0;0;0
Fiery Aspen Studios, LLC;1,000;1;10000;1;10000
Fiery Bytes;1,000;1;10000;1;10000
Fiery Phoenix;3,000;2;10000;0;0
Fiery Phoenix Indie Gaming;1,000;1;10000;0;0
Fiery Squirrel;4,000;1;10000;1;10000
FIERY THINGS GmbH;2,000;0;0;0;0
Fif;3,000;0;0;0;0
Fifteen Feet;1,000;1;10000;1;10000
Fifth Column Games;2,000;1;150000;2;75000
Fifth Dimension Company;2,000;2;350000;2;350000
Fifth Edge Studios;6,000;2;10000;2;10000
Fifth Harbour Studios;2,000;1;10000;1;10000
Fifth One;2,000;1;75000;1;75000
Fifth Vertex;1,000;1;10000;1;10000
Fifth World;1,000;0;0;0;0
FIFTHD;1,000;0;0;0;0
Fifty -50 Game Studio;1,000;0;0;0;0
Fifty North Studios;1,000;0;0;0;0
FiftyEight Studios;1,000;0;0;0;0
FIFTYTWO;1,000;1;10000;1;10000
Fig Publishing Inc.;4,000;3;10000;0;0
FigaroGameStudios;1,000;1;10000;1;10000
Figburn;1,000;0;0;0;0
FİGEN SU YILMAZ;1,000;0;0;1;10000
Fight the landlord Studio;1,000;1;75000;1;75000
FIGHT4DREAM LIMITED;1,000;1;10000;1;10000
FightContinue;1,000;0;0;0;0
Fighter Base Publishing, Inc.;1,000;1;35000;1;35000
Fighting Chance Games;1,000;0;0;0;0
Fighting Game;1,000;0;0;0;0
Fighting Games;1,000;1;10000;1;10000
Fighting Girl;1,000;0;0;0;0
Fighty Boys Games;2,000;0;0;0;0
Figment Productions;2,000;0;0;0;0
FIGNNY CO., LTD.;4,000;1;10000;1;10000
FIGS;1,000;0;0;1;10000
Figtree Digital;3,000;1;10000;1;10000
Figura Games;1,000;0;0;0;0
Figure Games;4,000;2;10000;0;0
Figurehead Studios;1,000;0;0;1;35000
Fiinrii;2,000;1;10000;1;10000
FIJOY Games;1,000;0;0;0;0
Fika Productions;5,000;0;0;1;350000
FIL;1,000;0;0;0;0
Filament Classic;2,000;2;35000;2;35000
Filament Features;1,000;0;0;0;0
Filament Games;2,000;1;10000;1;10000
Filasaf Games;1,000;0;0;0;0
Filatov Igor;1,000;0;0;1;10000
Filet Group;1,000;0;0;0;0
Filimundus;1,000;1;10000;1;10000
Filios Christou;2,000;1;750000;1;750000
Filip Artur Kowalski;2,000;0;0;0;0
Filip Budd;6,000;2;10000;4;10000
Filip Buzov;1,000;0;0;0;0
Filip Dusek, Empty Keys;1,000;1;10000;1;10000
Filip Eriksson;2,000;1;35000;1;35000
Filip Hracek;1,000;0;0;0;0
Filip Konjevod;1,000;0;0;1;10000
Filip Kostin;1,000;1;10000;1;10000
Filip Lehocky;1,000;1;10000;1;10000
Filip Oleyka;1,000;0;0;0;0
Filip Stachowiak;1,000;0;0;0;0
Filip Unger;1,000;0;0;0;0
Filip Victor;1,000;0;0;0;0
Filip Zemljak;2,000;1;75000;1;75000
Filipe F. Thomaz;3,000;1;10000;1;10000
Filipe Morais;1,000;0;0;0;0
Filipinjo;1,000;0;0;1;10000
Filippo Ceffa;1,000;1;10000;1;10000
Filippo Donelli;1,000;1;10000;1;10000
Filippo Grosso;2,000;0;0;0;0
Filipsouthstargamestudio;1,000;1;10000;1;10000
FillGoodGames;2,000;0;0;0;0
Film Nova;1,000;0;0;0;0
Film Science;1,000;0;0;0;0
Filmakademie Baden-Württemberg GmbH;1,000;0;0;0;0
Filmanchor LLC;1,000;0;0;0;0
FilmBuff;20,000;0;0;0;0
Filmnoize;1,000;0;0;0;0
Filmstorm;1,000;1;10000;1;10000
Filmtyme;1,000;0;0;1;10000
Filotimo Innovations LLC;1,000;1;10000;1;10000
Filthy Peasant Games;1,000;1;10000;1;10000
Filthy Peasants;2,000;0;0;0;0
Fimpossible Creations;2,000;0;0;0;0
Fin Deevy;2,000;1;10000;1;10000
final blue game studio;1,000;0;0;0;0
Final Boss Editing's Games;1,000;1;10000;1;10000
Final Boss Entertainment;3,000;2;35000;2;35000
Final Burn Neo team;1,000;0;0;0;0
Final Form Games;5,000;1;750000;2;350000
Final Gambit LLC;1,000;0;0;0;0
Final Game Studio;3,000;3;10000;3;10000
Final Scene dev;2,000;1;10000;1;10000
Final Screw;4,000;1;10000;1;10000
Final Screw Free;1,000;0;0;0;0
Final Strike Games;3,000;0;0;1;150000
FinalBit;1,000;1;10000;1;10000
Finalboss;2,000;0;0;0;0
Finalboss game studio;1,000;0;0;1;75000
FinalBoss Games;4,000;1;10000;3;10000
finalbossblues;58,000;1;10000;1;10000
Finale Games;1,000;0;0;0;0
FINALgames;1,000;0;0;0;0
Finalspark Gamestudios;1,000;1;35000;1;35000
Finch Bird Studio;1,000;0;0;0;0
Finches Games;2,000;0;0;0;0
Find the Lamp Games;1,000;0;0;0;0
Find-Life;1,000;1;10000;0;0
findemor;2,000;1;10000;1;10000
findgold;1,000;1;10000;1;10000
Finding Frankie Team;1,000;0;0;0;0
Fine China Games;2,000;1;10000;1;10000
Fine Feathered Fiends;1,000;0;0;0;0
Fineam Neo Studio;2,000;1;10000;1;10000
Fineway Studios;1,000;0;0;1;350000
Finfiworks;1,000;0;0;0;0
Finger Gun Games;1,000;1;10000;1;10000
Finger Squad;1,000;1;10000;1;10000
Finger tip;2,000;1;10000;1;10000
FINGEREYES;2,000;1;10000;1;10000
Fingerlab;2,000;0;0;0;0
Fingers Crossed Games;1,000;0;0;0;0
fingerSoul;1,000;0;0;0;0
Fingersplay;1,000;0;0;0;0
FINGERTIP GAMES;1,000;1;10000;1;10000
Fingertip Games UK;1,000;1;10000;1;10000
FingerTipsAndCompany;1,000;0;0;0;0
Finicky Fox LLC;1,000;0;0;0;0
Finifugal Games;1,000;1;10000;1;10000
Finish Line Games;5,000;1;350000;2;150000
Finite Games;1,000;0;0;0;0
Finite Reflection Studios;8,000;3;10000;4;20000
Finite Shift;1,000;0;0;0;0
Finitude;1,000;0;0;0;0
Finix Game Dev;1,000;0;0;0;0
Finji;22,000;10;240000;2;35000
Finn Lichtenberg;1,000;1;10000;1;10000
Finn Morgan;1,000;0;0;1;10000
Finn Schuuring;1,000;0;0;0;0
Finn Sinclair;1,000;1;75000;1;75000
Finn Stüven;1,000;0;0;1;35000
Finnchen123;1,000;0;0;0;0
Finndustries;1,000;0;0;0;0
FinnGames;1,000;0;0;0;0
Finnish Museum Association;3,000;0;0;3;35000
Finol Digital LLC;1,000;0;0;0;0
Finsrud Games;1,000;0;0;0;0
Fintan Devenney;1,000;0;0;0;0
FiodorSoldatov;2,000;0;0;0;0
FiolaSoft Studio;7,000;0;0;1;350000
Fiona Emley;1,000;0;0;1;10000
Fiona Jackson;1,000;0;0;0;0
Fionn Hodgson;1,000;1;10000;1;10000
Fionn Keeley;1,000;1;10000;1;10000
Fioretto Studios;1,000;0;0;0;0
Fiosound;1,000;0;0;0;0
Fira Soft;1,000;0;0;0;0
Firas Belhedi;1,000;1;10000;1;10000
Fırat Kurt;1,000;0;0;1;35000
Firaxis;4,000;0;0;0;0
Firaxis Games;85,000;0;0;22;1900000
Fire Biscuit Games;4,000;2;35000;1;35000
Fire Cycle Games;8,000;5;10000;0;0
Fire Dev;1,000;0;0;1;10000
Fire Dev Studio;1,000;0;0;0;0
Fire Dragon Studios;1,000;1;10000;1;10000
Fire Engrave;2,000;1;10000;1;10000
Fire Entertainment;2,000;1;10000;0;0
Fire Face Corporation;3,000;0;0;2;35000
Fire Falcom;2,000;0;0;1;75000
Fire Fighter Games;1,000;1;150000;0;0
Fire Frost Studio;2,000;0;0;0;0
Fire Game Studios;4,000;3;10000;3;10000
Fire Games;2,000;0;0;0;0
Fire Haste Pictures;1,000;0;0;0;0
Fire Horse Studio;1,000;1;10000;1;10000
Fire Hose Games;16,000;4;40000;7;80000
Fire Leaf Studio;1,000;1;10000;1;10000
Fire Panda Ltd.;1,000;1;35000;0;0
Fire Plant Games;2,000;0;0;1;75000
Fire Raven Studios;2,000;1;10000;1;10000
Fire Sword Studios;2,000;1;350000;1;350000
Fire Tap Games;1,000;0;0;1;10000
Fire Totem Games;2,000;0;0;0;0
FIRE-POINT INTERACTIVE INC;1,000;0;0;1;10000
Fireapples;5,000;4;10000;0;0
Fireapples.om;1,000;0;0;0;0
FireArmGames;2,000;0;0;0;0
Fireart Games;5,000;0;0;2;10000
Fireball Games;1,000;1;10000;1;10000
Fireball Studio;1,000;0;0;0;0
Fireball Studios;2,000;0;0;1;35000
Firebase Industries Ltd.;1,000;1;35000;1;35000
FIREBEAST;4,000;2;35000;2;35000
Firebelley;7,000;3;10000;3;10000
Firebird;1,000;1;10000;1;10000
Fireblade Software;6,000;1;75000;1;75000
Fireblitz Games;3,000;1;10000;1;10000
FireBolt Studios;1,000;0;0;0;0
Fireborne Games;1,000;0;0;0;0
Firebrand Games;1,000;0;0;1;150000
Firebrand Games Ltd.;1,000;0;0;1;10000
Firebrush Studios;1,000;0;0;1;35000
Firebug Games;4,000;4;10000;4;10000
Firebunny Games;3,000;1;10000;1;10000
FireBurnGames;1,000;1;10000;1;10000
Firecast Studio;3,000;1;75000;1;75000
FireCastle Studios;1,000;1;10000;1;10000
firecat;1,000;0;0;0;0
FIRECHICK;3,000;0;0;1;35000
FIRECHICK, rolaplay;1,000;0;0;0;0
Firedance Games;1,000;0;0;1;75000
Firedanger Studio;1,000;1;150000;1;150000
FiredBy s.r.o.;1,000;1;10000;1;10000
FireDevTeam;1,000;0;0;0;0
Firedog Creative Company Limited;2,000;2;10000;2;10000
Firefight Studios;1,000;0;0;0;0
FireFlare Games;1,000;0;0;0;0
FireFlux Inc.;2,000;1;10000;1;10000
Firefly;3,000;1;10000;1;10000
Firefly Software;1,000;0;0;0;0
FireFly Studios;36,000;12;600000;13;560000
Firefolk;1,000;0;0;1;10000
FireForge Games;2,000;0;0;1;10000
firefoxfoxfox;1,000;1;10000;1;10000
FireGame Studio;2,000;2;10000;2;10000
FireGecko;1,000;0;0;0;0
FireGecko Studio;1,000;0;0;0;0
Fireglow;3,000;0;0;3;75000
Firehawk Media;1,000;0;0;0;0
Firehawk Studios;28,000;27;10000;9;10000
Firekeepers;1,000;0;0;0;0
Firelance Studios;2,000;0;0;0;0
Firelight Studios;1,000;1;10000;1;10000
Fireline Games;3,000;2;35000;2;35000
Firemill Games;2,000;1;10000;1;10000
Firemint;1,000;1;75000;1;75000
Firenap Studio;1,000;0;0;0;0
Firenja;1,000;1;10000;1;10000
Firenut Games;7,000;2;10000;0;0
firepillar2;13,000;5;20000;3;10000
Fireplace Games;3,000;1;75000;1;75000
FirePoint;1,000;1;10000;0;0
Fireproof Games;6,000;6;340000;6;340000
Firepunchd Games UG;2,000;0;0;1;10000
Firer;1,000;1;10000;1;10000
FireRing Studio;3,000;1;150000;1;150000
Fireroot Studios;1,000;1;150000;1;150000
Fireround;1,000;1;10000;1;10000
Firescale Studios;1,000;0;0;0;0
Fireshade Studios;1,000;0;0;1;10000
Fireshine Games;45,000;16;140000;0;0
Fireside Enterainment;1,000;0;0;0;0
Fireside Entertainment;2,000;0;0;0;0
FireSine LLC;1,000;1;10000;1;10000
FireSky;2,000;0;0;0;0
Firesplash Entertainment;1,000;1;10000;1;10000
Firesprite;1,000;0;0;0;0
Firesprite Ltd;2,000;1;35000;1;35000
FIRESQUID;9,000;2;10000;0;0
Firesquid Games;1,000;0;0;0;0
Firestarter Games;2,000;1;10000;1;10000
Firestoke;9,000;3;10000;0;0
FireStone Studio;5,000;1;10000;1;10000
Firestorm Entertainment;2,000;0;0;2;10000
FireTail;2,000;1;10000;1;10000
Firetail Games;1,000;1;10000;1;10000
Firetown Studios;2,000;0;0;0;0
FireTrigger Inc.;1,000;0;0;0;0
FireUnraveller;1,000;1;10000;1;10000
FireVector;9,000;2;10000;2;10000
FireVector LLC;3,000;0;0;1;35000
Firewhirlgames;1,000;0;0;0;0
Firewood Games;1,000;0;0;0;0
Fireworks Garland;1,000;1;10000;1;10000
Fireworks Productions;2,000;1;10000;0;0
FireYside;1,000;0;0;0;0
Firez Studios;5,000;4;20000;0;0
Firi Games;3,000;0;0;0;0
Firith Studio;2,000;0;0;0;0
Firmiana Game;1,000;1;10000;0;0
firminou;2,000;0;0;0;0
First Bite Games;2,000;1;10000;1;10000
First Choir;1,000;0;0;0;0
First Class Simulations;10,000;0;0;0;0
First Coffee;3,000;2;10000;2;10000
First Contact Entertainment;1,000;1;35000;1;35000
First Dimension;1,000;1;10000;1;10000
FIRST FUN HONG KONG LIMITED;1,000;0;0;0;0
First Game Studio;1,000;1;10000;1;10000
First Games Interactive;10,000;10;40000;8;40000
First Heuristic Games;1,000;1;35000;1;35000
First Horizon Games;1,000;0;0;0;0
FIRST IMPACT Group;2,000;0;0;0;0
First Penguin;1,000;0;0;0;0
First Peoples Digital;1,000;1;10000;0;0
First Phoenix Studio;1,000;0;0;1;35000
First Phoenix Studio LTDA;1,000;1;35000;0;0
First Place Games;1,000;1;10000;1;10000
First Player Studios;2,000;1;35000;1;35000
First Rays;1,000;0;0;0;0
First Rodeo Games;1,000;0;0;0;0
First Sin;1,000;0;0;0;0
First Step Cinematics;3,000;1;10000;1;10000
First Time Games;3,000;1;10000;0;0
First Triangle;1,000;0;0;0;0
First Violin Games;1,000;1;10000;1;10000
First Watch Games;18,000;0;0;0;0
Firstborn Games;1,000;1;75000;1;75000
FirstForever;1,000;0;0;0;0
FirstForever Studios;3,000;0;0;1;10000
FirstSeed;1,000;1;10000;1;10000
FIRST_UKRAINIAN;8,000;7;0;7;0
FISAL(ERROR);2,000;0;0;0;0
Fischl Works;1,000;1;10000;0;0
Fischmell;1,000;1;10000;1;10000
Fish Chain Games;4,000;3;10000;3;10000
Fish Chen;1,000;0;0;0;0
Fish Eagle;11,000;4;80000;0;0
Fish Factory Games;6,000;1;1500000;0;0
Fish Factory Media;1,000;0;0;0;0
Fish Goblin Games;1,000;1;10000;0;0
Fish Phenomenon;3,000;1;10000;1;10000
Fish Pond Studio;5,000;0;0;0;0
Fish Tank Studio;1,000;1;10000;1;10000
Fishagon LLC;2,000;1;10000;1;10000
Fishbait Studios;1,000;0;0;0;0
Fishbowl Interactive;1,000;1;10000;1;10000
fishbumpdev;2,000;1;10000;1;10000
Fishcow Studio;3,000;0;0;3;75000
Fishean Studio LLC;1,000;0;0;0;0
Fisheep Studio;1,000;1;10000;1;10000
Fisher Wagg;1,000;0;0;1;10000
FishermanGameDev;1,000;1;150000;1;150000
FISHGUNNERS;1,000;0;0;0;0
Fishhead;2,000;2;10000;0;0
Fishhead Games;2,000;0;0;2;10000
Fishing;1,000;1;10000;1;10000
Fishing Cactus;23,000;4;40000;8;30000
Fishing Cactus / Plugin Digital;1,000;0;0;0;0
Fishing Planet LLC;73,000;1;3500000;2;1500000
fishingfrenzydev;2,000;1;10000;1;10000
Fishlabs Entertainment GmbH;1,000;0;0;1;350000
Fishlicka;2,000;0;0;0;0
Fishlicka, BCFRecords, Stewart Keller;1,000;0;0;0;0
Fishmoose Interactive;2,000;1;10000;1;10000
Fisholith;1,000;1;10000;1;10000
FishSoft LLC;1,000;1;3500000;1;3500000
FishSoft, LLC;3,000;0;0;0;0
FishTankStudio;3,000;0;0;1;350000
fishwind;2,000;0;0;0;0
fish_minus;1,000;0;0;0;0
fish_minus 2;1,000;0;0;0;0
Fiskyfisko;1,000;0;0;0;0
Fission Ogre;2,000;0;0;0;0
Fist Face Studios;1,000;0;0;0;0
Fist Production;1,000;1;10000;1;10000
Fist software;1,000;0;0;0;0
Fistfang;2,000;1;10000;1;10000
Fistful of Frags Team;2,000;1;3500000;1;3500000
FistikTech;2,000;1;10000;0;0
Fists Of Destiny Games;1,000;1;75000;1;75000
FIT REALITY;2,000;1;10000;1;10000
FIT Talent Games;2,000;1;75000;0;0
Fitbie;2,000;0;0;0;0
Fittest Fire LLC;2,000;0;0;0;0
FitXR;3,000;1;150000;1;150000
FitzyGames;2,000;1;10000;1;10000
Fivang;2,000;1;10000;1;10000
Five Aces Publishing Ltd.;2,000;2;10000;0;0
Five and Four;1,000;0;0;0;0
Five Archers Games;2,000;0;0;2;10000
Five BN;5,000;0;0;5;10000
Five Cubed;1,000;0;0;1;10000
Five Cyclops;2,000;0;0;0;0
Five entertainment;1,000;0;0;1;10000
Five Finger Studios;1,000;1;10000;1;10000
Five Happiness Co., Ltd.;12,000;0;0;0;0
Five Head Games;1,000;0;0;0;0
Five Hours of Sleep;1,000;0;0;0;0
Five Houses;1,000;0;0;0;0
Five Houses LLC;2,000;1;10000;1;10000
Five in a row;1,000;0;0;0;0
Five Mind Creations;4,000;3;10000;3;10000
Five Nights at Freddy's;1,000;0;0;0;0
Five Percents;11,000;5;10000;5;10000
Five River Solutions;3,000;3;10000;0;0
Five star apps;1,000;1;10000;1;10000
Five Studios Interactive;3,000;1;75000;1;75000
Five-BN;1,000;0;0;1;10000
FIVE-BN GAMES;51,000;27;50000;28;50000
FIVE12 GAMES LTD;1,000;1;10000;1;10000
Fiveamp;4,000;1;750000;1;750000
